Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Census Year Code,Census Year,Unit,Y1930,Y1930F,Y1930N,Y1950,Y1950F,Y1950N,Y1960,Y1960F,Y1960N,Y1970,Y1970F,Y1970N,Y1980,Y1980F,Y1980N,Y1990,Y1990F,Y1990N,Y2000,Y2000F,Y2000N,Y2010,Y2010F,Y2010N,Y2020,Y2020F,Y2020N
"101","'360","Indonesia","270038","Holdings with land size 20-<50","50260","Area","1963","1963","ha",,,,,,,"722338.000000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","270038","Holdings with land size 20-<50","60850","Number","1963","1963","No",,,,,,,"21568.000000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","270038","Holdings with land size 20-<50","60850","Number","2013","2013","No",,,,,,,,,,,,,,,,,,,,,,"21113.000000","A",,,,
"101","'360","Indonesia","270039","Holdings with land size 50-<100","60850","Number","2013","2013","No",,,,,,,,,,,,,,,,,,,,,,"3328.000000","A",,,,
"101","'360","Indonesia","2700300","Holdings with land size 100-<200","50260","Area","1963","1963","ha",,,,,,,"26152.000000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","2700300","Holdings with land size 100-<200","60850","Number","1963","1963","No",,,,,,,"166.000000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","2700300","Holdings with land size 100-<200","60850","Number","2013","2013","No",,,,,,,,,,,,,,,,,,,,,,"1136.000000","A",,,,
"101","'360","Indonesia","2700301","Holdings with land size 200-<500","50260","Area","1963","1963","ha",,,,,,,"88566.000000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","2700301","Holdings with land size 200-<500","60850","Number","1963","1963","No",,,,,,,"269.000000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","2700302","Holdings with land size 500-<1000","50260","Area","1963","1963","ha",,,,,,,"135818.000000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","2700302","Holdings with land size 500-<1000","60850","Number","1963","1963","No",,,,,,,"181.000000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","2700304","Holdings with land size >=1000","50260","Area","1963","1963","ha",,,,,,,"1500291.000000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","2700304","Holdings with land size >=1000","60850","Number","1963","1963","No",,,,,,,"504.000000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","27004","Parcels","5018","Average number of parcels per holding","1963","1963","No",,,,,,,"1.960000","A","Data do not include holdings operated by estates.",,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","27004","Parcels","60850","Number","1963","1963","No",,,,,,,"23988406.000000","A","Data do not include holdings operated by estates.",,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","270060","Holdings owned by the holder or in owner-like possession","50260","Area","1963","1963","ha",,,,,,,"9088605.000000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","270060","Holdings owned by the holder or in owner-like possession","50260","Area","1973","1973","ha",,,,,,,,,,"12483946.000000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270060","Holdings owned by the holder or in owner-like possession","50260","Area","1983","1983","ha",,,,,,,,,,,,,"17500000.000000","A",,,,,,,,,,,,,
"101","'360","Indonesia","270060","Holdings owned by the holder or in owner-like possession","50260","Area","1993","1993","ha",,,,,,,,,,,,,,,,"14832907.000000","A",,,,,,,,,,
"101","'360","Indonesia","270060","Holdings owned by the holder or in owner-like possession","6200","Percentage of total area","1963","1963","%",,,,,,,"62.100000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","270060","Holdings owned by the holder or in owner-like possession","6200","Percentage of total area","1973","1973","%",,,,,,,,,,"76.150000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270060","Holdings owned by the holder or in owner-like possession","6200","Percentage of total area","1983","1983","%",,,,,,,,,,,,,"92.010000","A",,,,,,,,,,,,,
"101","'360","Indonesia","270060","Holdings owned by the holder or in owner-like possession","6200","Percentage of total area","1993","1993","%",,,,,,,,,,,,,,,,"86.510000","A",,,,,,,,,,
"101","'360","Indonesia","270060","Holdings owned by the holder or in owner-like possession","60850","Number","1963","1963","No",,,,,,,"7844480.000000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","270060","Holdings owned by the holder or in owner-like possession","60850","Number","1973","1973","No",,,,,,,,,,"10747835.000000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270060","Holdings owned by the holder or in owner-like possession","6201","Percent of total number","1963","1963","%",,,,,,,"64.100000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","270060","Holdings owned by the holder or in owner-like possession","6201","Percent of total number","1973","1973","%",,,,,,,,,,"74.770000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270061","Holdings rented from others","50260","Area","1963","1963","ha",,,,,,,"540249.000000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","270061","Holdings rented from others","50260","Area","1973","1973","ha",,,,,,,,,,"347018.000000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270061","Holdings rented from others","50260","Area","1993","1993","ha",,,,,,,,,,,,,,,,"2312129.000000","A",,,,,,,,,,
"101","'360","Indonesia","270061","Holdings rented from others","6200","Percentage of total area","1963","1963","%",,,,,,,"3.690000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","270061","Holdings rented from others","6200","Percentage of total area","1973","1973","%",,,,,,,,,,"2.120000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270061","Holdings rented from others","6200","Percentage of total area","1993","1993","%",,,,,,,,,,,,,,,,"13.490000","A",,,,,,,,,,
"101","'360","Indonesia","270061","Holdings rented from others","60850","Number","1963","1963","No",,,,,,,"832525.000000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","270061","Holdings rented from others","60850","Number","1973","1973","No",,,,,,,,,,"456641.000000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270061","Holdings rented from others","6201","Percent of total number","1963","1963","%",,,,,,,"6.800000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","270061","Holdings rented from others","6201","Percent of total number","1973","1973","%",,,,,,,,,,"3.180000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270062","Holdings operated under other forms of tenure","50260","Area","1963","1963","ha",,,,,,,"1750452.000000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","270062","Holdings operated under other forms of tenure","50260","Area","1973","1973","ha",,,,,,,,,,"39550.000000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270062","Holdings operated under other forms of tenure","50260","Area","1983","1983","ha",,,,,,,,,,,,,"1519900.000000","A",,,,,,,,,,,,,
"101","'360","Indonesia","270062","Holdings operated under other forms of tenure","6200","Percentage of total area","1963","1963","%",,,,,,,"11.960000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","270062","Holdings operated under other forms of tenure","6200","Percentage of total area","1973","1973","%",,,,,,,,,,"0.240000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270062","Holdings operated under other forms of tenure","6200","Percentage of total area","1983","1983","%",,,,,,,,,,,,,"7.990000","A",,,,,,,,,,,,,
"101","'360","Indonesia","270062","Holdings operated under other forms of tenure","60850","Number","1963","1963","No",,,,,,,"1120.000000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","270062","Holdings operated under other forms of tenure","60850","Number","1973","1973","No",,,,,,,,,,"246.000000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270062","Holdings operated under other forms of tenure","6201","Percent of total number","1963","1963","%",,,,,,,"0.010000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","270062","Holdings operated under other forms of tenure","6201","Percent of total number","1973","1973","%",,,,,,,,,,"0.000000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270064","Holdings under more than one form of tenure","50260","Area","1963","1963","ha",,,,,,,"3255389.000000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","270064","Holdings under more than one form of tenure","50260","Area","1973","1973","ha",,,,,,,,,,"3523312.000000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270064","Holdings under more than one form of tenure","6200","Percentage of total area","1963","1963","%",,,,,,,"22.240000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","270064","Holdings under more than one form of tenure","6200","Percentage of total area","1973","1973","%",,,,,,,,,,"21.490000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270064","Holdings under more than one form of tenure","60850","Number","1963","1963","No",,,,,,,"3559465.000000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","270064","Holdings under more than one form of tenure","60850","Number","1973","1973","No",,,,,,,,,,"3170621.000000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270064","Holdings under more than one form of tenure","6201","Percent of total number","1963","1963","%",,,,,,,"29.090000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","270064","Holdings under more than one form of tenure","6201","Percent of total number","1973","1973","%",,,,,,,,,,"22.060000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270070","Civil persons","50260","Area","1973","1973","ha",,,,,,,,,,"15079520.000000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270070","Civil persons","6200","Percentage of total area","1973","1973","%",,,,,,,,,,"91.980000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270070","Civil persons","60850","Number","1973","1973","No",,,,,,,,,,"14370012.000000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270070","Civil persons","6201","Percent of total number","1973","1973","%",,,,,,,,,,"99.960000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270071","Juridical","50260","Area","1973","1973","ha",,,,,,,,,,"1266948.000000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270071","Juridical","6200","Percentage of total area","1973","1973","%",,,,,,,,,,"7.730000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270071","Juridical","60850","Number","1973","1973","No",,,,,,,,,,"5240.000000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270071","Juridical","6201","Percent of total number","1973","1973","%",,,,,,,,,,"0.040000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270072","Other legal status","50260","Area","1973","1973","ha",,,,,,,,,,"47358.000000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270072","Other legal status","6200","Percentage of total area","1973","1973","%",,,,,,,,,,"0.290000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270072","Other legal status","60850","Number","1973","1973","No",,,,,,,,,,"91.000000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270072","Other legal status","6201","Percent of total number","1973","1973","%",,,,,,,,,,"0.000000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","270052","Holdings operated by civil persons, male","60850","Number","1993","1993","No",,,,,,,,,,,,,,,,"18541005.000000","A",,,,,,,,,,
"101","'360","Indonesia","270052","Holdings operated by civil persons, male","60850","Number","2013","2013","No",,,,,,,,,,,,,,,,,,,,,,"23313702.000000","A",,,,
"101","'360","Indonesia","270051","Holdings operated by civil persons, female","60850","Number","1993","1993","No",,,,,,,,,,,,,,,,"1790741.000000","A",,,,,,,,,,
"101","'360","Indonesia","270051","Holdings operated by civil persons, female","60850","Number","2013","2013","No",,,,,,,,,,,,,,,,,,,,,,"2821767.000000","A",,,,
"101","'360","Indonesia","270050","Holdings operated by civil persons, total","60850","Number","1993","1993","No",,,,,,,,,,,,,,,,"20331746.000000","A",,,,,,,,,,
"101","'360","Indonesia","270050","Holdings operated by civil persons, total","60850","Number","2013","2013","No",,,,,,,,,,,,,,,,,,,,,,"26135469.000000","A",,,,
"101","'360","Indonesia","270082","Household members, male","60850","Number","1963","1963","No",,,,,,,"9320.000000","A","Data relate only to estates.",,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","270082","Household members, male","60850","Number","1993","1993","No",,,,,,,,,,,,,,,,"21241874.000000","A",,,,,,,,,,
"101","'360","Indonesia","270081","Household members, female","60850","Number","1963","1963","No",,,,,,,"69.000000","A","Data relate only to estates.",,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","270081","Household members, female","60850","Number","1993","1993","No",,,,,,,,,,,,,,,,"8395556.000000","A",,,,,,,,,,
"101","'360","Indonesia","270080","Household members, total","60850","Number","1963","1963","No",,,,,,,"9389.000000","A","Data relate only to estates.",,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","270080","Household members, total","60850","Number","1993","1993","No",,,,,,,,,,,,,,,,"29637430.000000","A",,,,,,,,,,
"101","'360","Indonesia","27010","Hired permanent workers","60850","Number","1963","1963","No",,,,,,,"117157.000000","A","Data relate only to estates.",,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","27010","Hired permanent workers","50191","Average persons per holding (hired permanent workers)","1963","1963","No",,,,,,,"0.010000","A","Data relate only to estates.",,,,,,,,,,,,,,,,,,
"102","'364","Iran (Islamic Republic of)","27002","Holdings","50260","Area","1960","1960","ha",,,,,,,"11356254.000000","A",,,,,,,,,,,,,,,,,,,
"102","'364","Iran (Islamic Republic of)","27002","Holdings","50260","Area","1993","1993","ha",,,,,,,,,,,,,,,,"15458910.000000","A",,,,,,,,,,
"102","'364","Iran (Islamic Republic of)","27002","Holdings","50260","Area","2003","2003","ha",,,,,,,,,,,,,,,,,,,"17665198.000000","A",,,,,,,
"102","'364","Iran (Islamic Republic of)","27002","Holdings","50260","Area","2014","2014","ha",,,,,,,,,,,,,,,,,,,,,,"16476609.000000","A",,,,
"102","'364","Iran (Islamic Republic of)","27002","Holdings","5017","Average area","1960","1960","ha",,,,,,,"6.050000","A",,,,,,,,,,,,,,,,,,,
"102","'364","Iran (Islamic Republic of)","27002","Holdings","5017","Average area","1993","1993","ha",,,,,,,,,,,,,,,,"4.290000","A",,,,,,,,,,
"102","'364","Iran (Islamic Republic of)","27002","Holdings","5017","Average area","2003","2003","ha",,,,,,,,,,,,,,,,,,,"4.080000","A",,,,,,,
"102","'364","Iran (Islamic Republic of)","27002","Holdings","5017","Average area","2014","2014","ha",,,,,,,,,,,,,,,,,,,,,,"4.090000","A",,,,
"102","'364","Iran (Islamic Republic of)","27002","Holdings","60850","Number","1960","1960","No",,,,,,,"1877299.000000","A",,,,,,,,,,,,,,,,,,,
"102","'364","Iran (Islamic Republic of)","27002","Holdings","60850","Number","1993","1993","No",,,,,,,,,,,,,,,,"3602950.000000","A",,,,,,,,,,
"102","'364","Iran (Islamic Republic of)","27002","Holdings","60850","Number","2003","2003","No",,,,,,,,,,,,,,,,,,,"4332423.000000","A",,,,,,,
"102","'364","Iran (Islamic Republic of)","27002","Holdings","60850","Number","2014","2014","No",,,,,,,,,,,,,,,,,,,,,,"4032467.000000","A",,,,
"102","'364","Iran (Islamic Republic of)","270066","Holdings without land","60850","Number","2014","2014","No",,,,,,,,,,,,,,,,,,,,,,"673058.000000","A",,,,
"102","'364","Iran (Islamic Republic of)","270030","Holdings with land size 0-<1","50260","Area","1960","1960","ha",,,,,,,"198939.000000","A",,,,,,,,,,,,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270030","Holdings with land size 0-<1","50260","Area","1993","1993","ha",,,,,,,,,,,,,,,,"310720.000000","A","Cropland area",,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270030","Holdings with land size 0-<1","50260","Area","2003","2003","ha",,,,,,,,,,,,,,,,,,,"407070.000000","A","Cropland area",,,,,,
"102","'364","Iran (Islamic Republic of)","270030","Holdings with land size 0-<1","50260","Area","2014","2014","ha",,,,,,,,,,,,,,,,,,,,,,"403061.000000","A",,,,
"102","'364","Iran (Islamic Republic of)","270030","Holdings with land size 0-<1","60850","Number","1960","1960","No",,,,,,,"492306.000000","A",,,,,,,,,,,,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270030","Holdings with land size 0-<1","60850","Number","1993","1993","No",,,,,,,,,,,,,,,,"1662040.000000","A","Cropland area",,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270030","Holdings with land size 0-<1","60850","Number","2003","2003","No",,,,,,,,,,,,,,,,,,,"2056727.000000","A","Cropland area",,,,,,
"102","'364","Iran (Islamic Republic of)","270030","Holdings with land size 0-<1","60850","Number","2014","2014","No",,,,,,,,,,,,,,,,,,,,,,"1238159.000000","A",,,,
"102","'364","Iran (Islamic Republic of)","270031","Holdings with land size 1-<2","50260","Area","1960","1960","ha",,,,,,,"371846.000000","A",,,,,,,,,,,,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270031","Holdings with land size 1-<2","50260","Area","1993","1993","ha",,,,,,,,,,,,,,,,"544020.000000","A","Cropland area",,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270031","Holdings with land size 1-<2","50260","Area","2003","2003","ha",,,,,,,,,,,,,,,,,,,"655129.000000","A","Cropland area",,,,,,
"102","'364","Iran (Islamic Republic of)","270031","Holdings with land size 1-<2","50260","Area","2014","2014","ha",,,,,,,,,,,,,,,,,,,,,,"858305.000000","E","Interpolated data",,,
"102","'364","Iran (Islamic Republic of)","270031","Holdings with land size 1-<2","60850","Number","1960","1960","No",,,,,,,"256496.000000","A",,,,,,,,,,,,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270031","Holdings with land size 1-<2","60850","Number","1993","1993","No",,,,,,,,,,,,,,,,"423150.000000","A","Cropland area",,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270031","Holdings with land size 1-<2","60850","Number","2003","2003","No",,,,,,,,,,,,,,,,,,,"522956.000000","A","Cropland area",,,,,,
"102","'364","Iran (Islamic Republic of)","270031","Holdings with land size 1-<2","60850","Number","2014","2014","No",,,,,,,,,,,,,,,,,,,,,,"389346.000000","E","Interpolated data",,,
"102","'364","Iran (Islamic Republic of)","270032","Holdings with land size 2-<3","50260","Area","2014","2014","ha",,,,,,,,,,,,,,,,,,,,,,"746873.000000","E","Interpolated data",,,
"102","'364","Iran (Islamic Republic of)","270032","Holdings with land size 2-<3","60850","Number","2014","2014","No",,,,,,,,,,,,,,,,,,,,,,"338798.000000","E","Interpolated data",,,
"102","'364","Iran (Islamic Republic of)","270033","Holdings with land size 2-<5","50260","Area","1960","1960","ha",,,,,,,"1553906.000000","A",,,,,,,,,,,,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270033","Holdings with land size 2-<5","50260","Area","1993","1993","ha",,,,,,,,,,,,,,,,"2001800.000000","A","Cropland area",,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270033","Holdings with land size 2-<5","50260","Area","2003","2003","ha",,,,,,,,,,,,,,,,,,,"2377091.000000","A","Cropland area",,,,,,
"102","'364","Iran (Islamic Republic of)","270033","Holdings with land size 2-<5","60850","Number","1960","1960","No",,,,,,,"474457.000000","A",,,,,,,,,,,,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270033","Holdings with land size 2-<5","60850","Number","1993","1993","No",,,,,,,,,,,,,,,,"658330.000000","A","Cropland area",,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270033","Holdings with land size 2-<5","60850","Number","2003","2003","No",,,,,,,,,,,,,,,,,,,"797006.000000","A","Cropland area",,,,,,
"102","'364","Iran (Islamic Republic of)","270034","Holdings with land size 3-<4","50260","Area","2014","2014","ha",,,,,,,,,,,,,,,,,,,,,,"645310.000000","E","Interpolated data",,,
"102","'364","Iran (Islamic Republic of)","270034","Holdings with land size 3-<4","60850","Number","2014","2014","No",,,,,,,,,,,,,,,,,,,,,,"292727.000000","E","Interpolated data",,,
"102","'364","Iran (Islamic Republic of)","270035","Holdings with land size 4-<5","50260","Area","2014","2014","ha",,,,,,,,,,,,,,,,,,,,,,"562914.000000","E","Interpolated data",,,
"102","'364","Iran (Islamic Republic of)","270035","Holdings with land size 4-<5","60850","Number","2014","2014","No",,,,,,,,,,,,,,,,,,,,,,"255350.000000","E","Interpolated data",,,
"102","'364","Iran (Islamic Republic of)","270036","Holdings with land size 5-<10","50260","Area","1960","1960","ha",,,,,,,"2413042.000000","A",,,,,,,,,,,,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270036","Holdings with land size 5-<10","50260","Area","1993","1993","ha",,,,,,,,,,,,,,,,"2897000.000000","A","Cropland area",,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270036","Holdings with land size 5-<10","50260","Area","2003","2003","ha",,,,,,,,,,,,,,,,,,,"3230892.000000","A","Cropland area",,,,,,
"102","'364","Iran (Islamic Republic of)","270036","Holdings with land size 5-<10","50260","Area","2014","2014","ha",,,,,,,,,,,,,,,,,,,,,,"2873186.000000","E","Interpolated data",,,
"102","'364","Iran (Islamic Republic of)","270036","Holdings with land size 5-<10","60850","Number","1960","1960","No",,,,,,,"340037.000000","A",,,,,,,,,,,,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270036","Holdings with land size 5-<10","60850","Number","1993","1993","No",,,,,,,,,,,,,,,,"433550.000000","A","Cropland area",,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270036","Holdings with land size 5-<10","60850","Number","2003","2003","No",,,,,,,,,,,,,,,,,,,"491156.000000","A","Cropland area",,,,,,
"102","'364","Iran (Islamic Republic of)","270036","Holdings with land size 5-<10","60850","Number","2014","2014","No",,,,,,,,,,,,,,,,,,,,,,"326630.000000","E","Interpolated data",,,
"102","'364","Iran (Islamic Republic of)","270037","Holdings with land size 10-<20","50260","Area","1960","1960","ha",,,,,,,"3054502.000000","A",,,,,,,,,,,,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270037","Holdings with land size 10-<20","50260","Area","1993","1993","ha",,,,,,,,,,,,,,,,"3547730.000000","A","Cropland area",,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270037","Holdings with land size 10-<20","50260","Area","2003","2003","ha",,,,,,,,,,,,,,,,,,,"3788275.000000","A","Cropland area",,,,,,
"102","'364","Iran (Islamic Republic of)","270037","Holdings with land size 10-<20","50260","Area","2014","2014","ha",,,,,,,,,,,,,,,,,,,,,,"3114551.000000","E","Interpolated data",,,
"102","'364","Iran (Islamic Republic of)","270037","Holdings with land size 10-<20","60850","Number","1960","1960","No",,,,,,,"223757.000000","A",,,,,,,,,,,,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270037","Holdings with land size 10-<20","60850","Number","1993","1993","No",,,,,,,,,,,,,,,,"273940.000000","A","Cropland area",,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270037","Holdings with land size 10-<20","60850","Number","2003","2003","No",,,,,,,,,,,,,,,,,,,"295179.000000","A","Cropland area",,,,,,
"102","'364","Iran (Islamic Republic of)","270037","Holdings with land size 10-<20","60850","Number","2014","2014","No",,,,,,,,,,,,,,,,,,,,,,"354069.000000","E","Interpolated data",,,
"102","'364","Iran (Islamic Republic of)","270038","Holdings with land size 20-<50","50260","Area","1960","1960","ha",,,,,,,"2209211.000000","A",,,,,,,,,,,,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270038","Holdings with land size 20-<50","50260","Area","1993","1993","ha",,,,,,,,,,,,,,,,"3449230.000000","A","Cropland area",,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270038","Holdings with land size 20-<50","50260","Area","2003","2003","ha",,,,,,,,,,,,,,,,,,,"3736337.000000","A","Cropland area",,,,,,
"102","'364","Iran (Islamic Republic of)","270038","Holdings with land size 20-<50","50260","Area","2014","2014","ha",,,,,,,,,,,,,,,,,,,,,,"3548277.000000","A",,,,
"102","'364","Iran (Islamic Republic of)","270038","Holdings with land size 20-<50","60850","Number","1960","1960","No",,,,,,,"77714.000000","A",,,,,,,,,,,,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270038","Holdings with land size 20-<50","60850","Number","1993","1993","No",,,,,,,,,,,,,,,,"124420.000000","A","Cropland area",,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270038","Holdings with land size 20-<50","60850","Number","2003","2003","No",,,,,,,,,,,,,,,,,,,"135649.000000","A","Cropland area",,,,,,
"102","'364","Iran (Islamic Republic of)","270038","Holdings with land size 20-<50","60850","Number","2014","2014","No",,,,,,,,,,,,,,,,,,,,,,"129265.000000","A",,,,
"102","'364","Iran (Islamic Republic of)","270039","Holdings with land size 50-<100","50260","Area","1960","1960","ha",,,,,,,"563805.000000","A",,,,,,,,,,,,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270039","Holdings with land size 50-<100","50260","Area","1993","1993","ha",,,,,,,,,,,,,,,,"1300550.000000","A","Cropland area",,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270039","Holdings with land size 50-<100","50260","Area","2003","2003","ha",,,,,,,,,,,,,,,,,,,"1547657.000000","A","Cropland area",,,,,,
"102","'364","Iran (Islamic Republic of)","270039","Holdings with land size 50-<100","50260","Area","2014","2014","ha",,,,,,,,,,,,,,,,,,,,,,"3724131.000000","A",,,,
"102","'364","Iran (Islamic Republic of)","270039","Holdings with land size 50-<100","60850","Number","1960","1960","No",,,,,,,"8446.000000","A",,,,,,,,,,,,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270039","Holdings with land size 50-<100","60850","Number","1993","1993","No",,,,,,,,,,,,,,,,"20650.000000","A","Cropland area",,,,,,,,,
"102","'364","Iran (Islamic Republic of)","270039","Holdings with land size 50-<100","60850","Number","2003","2003","No",,,,,,,,,,,,,,,,,,,"24576.000000","A","Cropland area",,,,,,
"102","'364","Iran (Islamic Republic of)","270039","Holdings with land size 50-<100","60850","Number","2014","2014","No",,,,,,,,,,,,,,,,,,,,,,"35065.000000","A",,,,
"102","'364","Iran (Islamic Republic of)","2700300","Holdings with land size 100-<200","50260","Area","1960","1960","ha",,,,,,,"371122.000000","A",,,,,,,,,,,,,,,,,,,
"102","'364","Iran (Islamic Republic of)","2700300","Holdings with land size 100-<200","50260","Area","1993","1993","ha",,,,,,,,,,,,,,,,"638650.000000","A","Cropland area",,,,,,,,,
"102","'364","Iran (Islamic Republic of)","2700300","Holdings with land size 100-<200","50260","Area","2003","2003","ha",,,,,,,,,,,,,,,,,,,"836590.000000","A","Cropland area",,,,,,
"102","'364","Iran (Islamic Republic of)","2700300","Holdings with land size 100-<200","60850","Number","1960","1960","No",,,,,,,"2647.000000","A",,,,,,,,,,,,,,,,,,,
"102","'364","Iran (Islamic Republic of)","2700300","Holdings with land size 100-<200","60850","Number","1993","1993","No",,,,,,,,,,,,,,,,"5160.000000","A","Cropland area",,,,,,,,,
"102","'364","Iran (Islamic Republic of)","2700300","Holdings with land size 100-<200","60850","Number","2003","2003","No",,,,,,,,,,,,,,,,,,,"6723.000000","A","Cropland area",,,,,,
"102","'364","Iran (Islamic Republic of)","2700301","Holdings with land size 200-<500","50260","Area","1960","1960","ha",,,,,,,"313109.000000","A",,,,,,,,,,,,,,,,,,,
"102","'364","Iran (Islamic Republic of)","2700301","Holdings with land size 200-<500","50260","Area","1993","1993","ha",,,,,,,,,,,,,,,,"769210.000000","A","Cropland area",,,,,,,,,
"102","'364","Iran (Islamic Republic of)","2700301","Holdings with land size 200-<500","50260","Area","2003","2003","ha",,,,,,,,,,,,,,,,,,,"544556.000000","A","Cropland area",,,,,,
"102","'364","Iran (Islamic Republic of)","2700301","Holdings with land size 200-<500","60850","Number","1960","1960","No",,,,,,,"1123.000000","A",,,,,,,,,,,,,,,,,,,
"102","'364","Iran (Islamic Republic of)","2700301","Holdings with land size 200-<500","60850","Number","1993","1993","No",,,,,,,,,,,,,,,,"1710.000000","A","Cropland area",,,,,,,,,
"102","'364","Iran (Islamic Republic of)","2700301","Holdings with land size 200-<500","60850","Number","2003","2003","No",,,,,,,,,,,,,,,,,,,"2021.000000","A","Cropland area",,,,,,
"102","'364","Iran (Islamic Republic of)","2700302","Holdings with land size 500-<1000","50260","Area","1960","1960","ha",,,,,,,"306772.000000","A",,,,,,,,,,,,,,,,,,,
